device,timestamp,target_ip,target_name,latency_ms,success,tipo_ping
OLT Punto Rojo 1,2025-08-21T03:36:51.672722,138.59.18.180,SUTEL Local,5.220174789428711,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:37:51.740420,138.59.18.180,SUTEL Local,4.901409149169922,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:38:51.791400,138.59.18.180,SUTEL Local,5.403995513916016,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:39:51.861980,138.59.18.180,SUTEL Local,4.889249801635742,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:40:51.912678,138.59.18.180,SUTEL Local,4.909276962280273,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:41:51.968699,138.59.18.180,SUTEL Local,4.787206649780273,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:42:52.030580,138.59.18.180,SUTEL Local,5.249738693237305,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:43:52.084245,138.59.18.180,SUTEL Local,4.527807235717773,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:44:52.145319,138.59.18.180,SUTEL Local,5.00941276550293,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:45:57.169414,138.59.18.180,SUTEL Local,4.41431999206543,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:46:57.223551,138.59.18.180,SUTEL Local,5.139827728271484,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:47:57.285696,138.59.18.180,SUTEL Local,4.915714263916016,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:48:57.339806,138.59.18.180,SUTEL Local,5.243778228759766,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:49:57.409517,138.59.18.180,SUTEL Local,4.441022872924805,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:50:57.467120,138.59.18.180,SUTEL Local,4.950761795043945,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:51:57.535421,138.59.18.180,SUTEL Local,5.066394805908203,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:53:02.549313,138.59.18.180,SUTEL Local,5.188465118408203,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:54:02.600612,138.59.18.180,SUTEL Local,4.7168731689453125,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:55:02.653984,138.59.18.180,SUTEL Local,4.633903503417969,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:56:02.714737,138.59.18.180,SUTEL Local,4.561185836791992,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:57:02.784046,138.59.18.180,SUTEL Local,4.974126815795898,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:58:02.835296,138.59.18.180,SUTEL Local,5.202770233154297,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:59:02.887726,138.59.18.180,SUTEL Local,4.372596740722656,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:00:07.914558,138.59.18.180,SUTEL Local,4.955768585205078,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:01:07.977519,138.59.18.180,SUTEL Local,4.808664321899414,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:02:08.043915,138.59.18.180,SUTEL Local,4.74238395690918,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:03:08.107058,138.59.18.180,SUTEL Local,4.917621612548828,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:04:08.166233,138.59.18.180,SUTEL Local,4.287242889404297,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:05:08.225980,138.59.18.180,SUTEL Local,4.877567291259766,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T04:06:08.286171,138.59.18.180,SUTEL Local,4.82177734375,True,Ping SUTEL Local Costa Rica
